name | seqid | checksum
N3_67 | 7.0e-13 | L03357 | Homo sapiens fusion protein RET tyrosine kinase/cAMP protein kinase A subunit RI (RET/PTC2) mRNA, 5' end of cds.
N3_67 | 7.0e-13 | M16029 | Human ret mRNA encoding a tyrosine kinase, partial cds.
N3_67 | 7.0e-13 | X12949 | Human ret proto-oncogene mRNA for tyrosine kinase.
N3_67 | 7.0e-13 | X15786 | Human ret-II gene.
N3_75 | 2.0e-34 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N3_75 | 2.0e-34 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N3_77 | 6.0e-35 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N3_77 | 6.0e-35 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N3_80 | 2.0e-50 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N3_80 | 2.0e-50 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N3_80 | 1.0e-29 | M96944 | Human B-cell specific transcription factor (BSAP) mRNA, complete cds.
N3_80 | 2.0e-22 | AF080573 | Homo sapiens B-cell specific transcription factor BSAP mRNA, partial cds.
N3_81 | 3.0e-12 | L12392 | Homo sapiens Huntington's Disease (HD) mRNA, complete cds.
N3_85 | 2.0e-31 | Z21967 | H.sapiens partial cDNA for homologue of mPOU homeobox protein.
N3_85 | 8.0e-22 | L14482 | Homo sapiens transcription factor 7 (TCFB) mRNA sequence.
N3_85 | 2.0e-19 | Z21966 | H.sapiens mPOU homeobox protein mRNA.
N3_88 | 5.0e-20 | L12392 | Homo sapiens Huntington's Disease (HD) mRNA, complete cds.
N3_88 | 5.0e-20 | L20431 | Homo sapiens Huntington disease-associated protein (HD) mRNA, complete cds.
N3_91 | 1.0e-39 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N3_91 | 1.0e-39 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N3_91 | 9.0e-28 | M96944 | Human B-cell specific transcription factor (BSAP) mRNA, complete cds.
N3_91 | 1.0e-20 | AF080573 | Homo sapiens B-cell specific transcription factor BSAP mRNA, partial cds.
N3_92 | 3.0e-21 | L12392 | Homo sapiens Huntington's Disease (HD) mRNA, complete cds.
N3_94 | 3.0e-15 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N3_94 | 3.0e-15 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_1 | 8.0e-19 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_1 | 8.0e-19 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_101 | 4.0e-11 | AF035121 | Homo sapiens KDR/flk-1 protein mRNA, complete cds.
N5_101 | 4.0e-11 | AF063658 | Homo sapiens vascular endothelial growth factor receptor 2 (KDR) mRNA, complete cds.
N5_101 | 4.0e-11 | L04947 | Homo sapiens (clones BT3.081.8, BT3.129.5 and BT4.169) receptor tyrosine kinase (KDR) mRNA, 3' end cds.
N5_101 | 4.0e-11 | X61656 | H.sapiens mRNA for growth factor receptor tyrosine kinase.
N5_102 | 2.0e-41 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_102 | 2.0e-41 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_102 | 2.0e-16 | M96944 | Human B-cell specific transcription factor (BSAP) mRNA, complete cds.
N5_105 | 1.0e-29 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_105 | 8.0e-16 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_106 | 3.0e-18 | M62760 | Homo sapiens chick ovalbumin upstream promoter transcription factor II (COUP-TFII) mRNA, partial cds.
N5_106 | 3.0e-18 | M64497 | Human apolipoprotein AI regulatory protein (ARP-1) mRNA, complete cds.
N5_106 | 5.0e-14 | X16155 | Human mRNA for chicken ovalbumin upstream promoter transcription factor (COUP-TF).
N5_108 | 2.0e-13 | M58051 | Human fibroblast growth factor receptor (FGFR3) mRNA, complete cds.
N5_108 | 2.0e-13 | M64347 | Human novel growth factor receptor mRNA, 3' cds.
N5_109 | 5.0e-14 | L12392 | Homo sapiens Huntington's Disease (HD) mRNA, complete cds.
N5_11 | 2.0e-44 | L12392 | Homo sapiens Huntington's Disease (HD) mRNA, complete cds.
N5_11 | 2.0e-44 | L20431 | Homo sapiens Huntington disease-associated protein (HD) mRNA, complete cds.
N5_110 | 4.0e-42 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_110 | 4.0e-42 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_110 | 1.0e-29 | M96944 | Human B-cell specific transcription factor (BSAP) mRNA, complete cds.
N5_110 | 2.0e-22 | AF080573 | Homo sapiens B-cell specific transcription factor BSAP mRNA, partial cds.
N5_115 | 1.0e-91 | Z11933 | H.sapiens mRNA for N-Oct 3, N-Oct5a, and N-Oct 5b proteins.
N5_115 | 2.0e-41 | L26494 | Homo sapiens (oct-6) mRNA, complete cds.
N5_115 | 2.0e-41 | Z18284 | Homo sapiens Oct-6 transcription factor.
N5_115 | 6.0e-38 | X82324 | H.sapiens Brain 4 mRNA.
N5_117 | 1.0e-42 | AF055022 | Homo sapiens clone 24684 mRNA sequence.
N5_117 | 1.0e-42 | AL117480 | Homo sapiens mRNA; cDNA DKFZp727M231 (from clone DKFZp727M231).
N5_117 | 2.0e-13 | AL096738 | Homo sapiens mRNA; cDNA DKFZp586C1223 (from clone DKFZp586C1223).
N5_120 | 5.0e-14 | L08895 | Homo sapiens MADS/MEF2-family transcription factor (MEF2C) mRNA, complete cds.
N5_120 | 5.0e-14 | S57212 | hMEF2C=myocyte enhancer-binding factor 2 [human, skeletal muscles, mRNA, 2161 nt].
N5_123 | 6.0e-32 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_123 | 8.0e-19 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_125 | 1.0e-14 | Z11933 | H.sapiens mRNA for N-Oct 3, N-Oct5a, and N-Oct 5b proteins.
N5_131 | 2.0e-22 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_131 | 2.0e-22 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_133 | 4.0e-76 | Z11933 | H.sapiens mRNA for N-Oct 3, N-Oct5a, and N-Oct 5b proteins.
N5_133 | 8.0e-19 | X82324 | H.sapiens Brain 4 mRNA.
N5_133 | 5.0e-17 | L26494 | Homo sapiens (oct-6) mRNA, complete cds.
N5_133 | 5.0e-17 | Z18284 | Homo sapiens Oct-6 transcription factor.
N5_134 | 6.0e-35 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_134 | 6.0e-35 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_135 | 3.0e-27 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_135 | 3.0e-27 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_135 | 8.0e-16 | M96944 | Human B-cell specific transcription factor (BSAP) mRNA, complete cds.
N5_135 | 2.0e-13 | AF080573 | Homo sapiens B-cell specific transcription factor BSAP mRNA, partial cds.
N5_137 | 8.0e-19 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_137 | 8.0e-19 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_14 | 1.0e-26 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_14 | 1.0e-26 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_14 | 1.0e-11 | M96944 | Human B-cell specific transcription factor (BSAP) mRNA, complete cds.
N5_142 | 5.0e-57 | M13437 | Human ovarian beta-B inhibin mRNA.
N5_142 | 1.0e-54 | M31682 | Human testicular inhibin beta-B-subunit mRNA, 3' end.
N5_148 | 4.0e-11 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_149 | 2.0e-37 | M93650 | Human paired box gene (PAX6) homologue, complete cds.
N5_149 | 6.0e-35 | M77844 | H.sapiens oculorhombin (aniridia) mRNA, complete cds.
N5_150 | 5.0e-63 | M21574 | Human platelet-derived growth factor receptor alpha (PDGFRA) mRNA, complete cds.
N5_150 | 1.0e-60 | M22734 | Human platelet-derived growth factor A type receptor mRNA, complete cds.
N5_151 | 5.0e-17 | M35718 | Human heparin-binding growth factor receptor K-sam mRNA.
N5_151 | 5.0e-17 | M55614 | Human fibroblast growth factor receptor mRNA, complete cds.
N5_151 | 5.0e-17 | M80634 | Human keratinocyte growth factor receptor mRNA, complete cds.
N5_151 | 5.0e-17 | M87770 | Human fibroblast growth factor receptor (K-sam) mRNA, complete cds.
N5_151 | 5.0e-17 | M87771 | Human secreted fibroblast growth factor receptor (K-sam-III) mRNA, complete cds.
N5_151 | 5.0e-17 | M97193 | Homo sapiens fibroblast growth factor receptor 2 IIIb (FGFR2) mRNA, complete cds.
N5_151 | 5.0e-17 | X52832 | Human bek mRNA for fibroblast growth factor receptor-BEK.
N5_151 | 5.0e-17 | X56191 | Human bfr mRNA for fibroblast growth factor (FGR) receptor.
N5_151 | 5.0e-17 | Z71929 | H.sapiens FGFR2 mRNA.
N5_156 | 8.0e-19 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_156 | 8.0e-19 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_165 | 6.0e-35 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_165 | 6.0e-35 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_174 | 6.0e-35 | M35718 | Human heparin-binding growth factor receptor K-sam mRNA.
N5_174 | 6.0e-35 | M55614 | Human fibroblast growth factor receptor mRNA, complete cds.
N5_174 | 6.0e-35 | M80634 | Human keratinocyte growth factor receptor mRNA, complete cds.
N5_174 | 6.0e-35 | M87770 | Human fibroblast growth factor receptor (K-sam) mRNA, complete cds.
N5_174 | 6.0e-35 | M87771 | Human secreted fibroblast growth factor receptor (K-sam-III) mRNA, complete cds.
N5_174 | 6.0e-35 | M97193 | Homo sapiens fibroblast growth factor receptor 2 IIIb (FGFR2) mRNA, complete cds.
N5_174 | 6.0e-35 | X52832 | Human bek mRNA for fibroblast growth factor receptor-BEK.
N5_174 | 6.0e-35 | X56191 | Human bfr mRNA for fibroblast growth factor (FGR) receptor.
N5_174 | 6.0e-35 | Z71929 | H.sapiens FGFR2 mRNA.
N5_174 | 6.0e-32 | M58051 | Human fibroblast growth factor receptor (FGFR3) mRNA, complete cds.
N5_174 | 1.0e-29 | M64347 | Human novel growth factor receptor mRNA, 3' cds.
N5_174 | 5.0e-14 | M59374 | Human tyrosine kinase (JTK4) mRNA, partial cds.
N5_174 | 3.0e-12 | E03335 | Human b-FGF receptor gene.
N5_174 | 3.0e-12 | E03799 | cDNA sequence encoding human N-sam.
N5_174 | 3.0e-12 | M34185 | Human fibroblast growth factor receptor (FGFr) transmembrane form mRNA, complete cds.
N5_174 | 3.0e-12 | M34186 | Human fibroblast growth factor receptor (FGFr) transmembrane form mRNA, complete cds.
N5_174 | 3.0e-12 | M34641 | Human fibroblast growth factor (FGF) receptor-1 mRNA, complete cds.
N5_174 | 3.0e-12 | M37722 | Human shorter form basic fibroblast growth factor (bFGF) receptor mRNA, complete cds.
N5_174 | 3.0e-12 | M60485 | Human fibroblast growth factor receptor mRNA, complete cds.
N5_174 | 3.0e-12 | M63887 | Human heparin-binding growth factor receptor (HBGF-R-alpha-a1) mRNA, complete cds.
N5_174 | 3.0e-12 | M63888 | Human heparin-binding growth factor receptor (HBGF-R-alpha-a2) mRNA, complete cds.
N5_174 | 3.0e-12 | X51803 | Human mRNA for fibroblast growth factor (FGF) receptor.
N5_174 | 3.0e-12 | X52833 | Human flg mRNA for fibroblast growth factor receptor-FLG.
N5_174 | 3.0e-12 | X57119 | Human mRNA for fibroblast growth receptor 2-Ig domain+2 AA insert.
N5_174 | 3.0e-12 | X57120 | Human mRNA for fibroblast growth receptor 3-Ig domain.
N5_174 | 3.0e-12 | X57121 | Human mRNA for fibroblast growth receptor 3-Ig domain+2 AA insert.
N5_174 | 3.0e-12 | X57122 | Human mRNA for fibroblast growth receptor 2-Ig domain.
N5_174 | 3.0e-12 | X66945 | H.sapiens N-sam mRNA for fibroblast growth factor receptor.
N5_174 | 3.0e-12 | Y00665 | Human flg (fms-like gene) mRNA for putative protein tyrosine kinase (partial).
N5_180 | 6.0e-38 | Z11933 | H.sapiens mRNA for N-Oct 3, N-Oct5a, and N-Oct 5b proteins.
N5_180 | 3.0e-21 | L26494 | Homo sapiens (oct-6) mRNA, complete cds.
N5_180 | 3.0e-21 | Z18284 | Homo sapiens Oct-6 transcription factor.
N5_180 | 3.0e-15 | X82324 | H.sapiens Brain 4 mRNA.
N5_180 | 1.0e-14 | S81257 | OCT6=transcriptional regulator [human, tripronuclear ova and embryos, mRNA Partial, 204 nt].
N5_181 | 1.0e-17 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_181 | 1.0e-17 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_183 | 4.0e-39 | L14482 | Homo sapiens transcription factor 7 (TCFB) mRNA sequence.
N5_183 | 4.0e-39 | Z21967 | H.sapiens partial cDNA for homologue of mPOU homeobox protein.
N5_183 | 1.0e-36 | Z21966 | H.sapiens mPOU homeobox protein mRNA.
N5_183 | 1.0e-26 | U91935 | Human retina-derived POU-domain factor-1 mRNA, alternatively spliced, complete cds.
N5_184 | 6.0e-35 | M35718 | Human heparin-binding growth factor receptor K-sam mRNA.
N5_184 | 6.0e-35 | M55614 | Human fibroblast growth factor receptor mRNA, complete cds.
N5_184 | 6.0e-35 | M80634 | Human keratinocyte growth factor receptor mRNA, complete cds.
N5_184 | 6.0e-35 | M87770 | Human fibroblast growth factor receptor (K-sam) mRNA, complete cds.
N5_184 | 6.0e-35 | M87771 | Human secreted fibroblast growth factor receptor (K-sam-III) mRNA, complete cds.
N5_184 | 6.0e-35 | M97193 | Homo sapiens fibroblast growth factor receptor 2 IIIb (FGFR2) mRNA, complete cds.
N5_184 | 6.0e-35 | X52832 | Human bek mRNA for fibroblast growth factor receptor-BEK.
N5_184 | 6.0e-35 | X56191 | Human bfr mRNA for fibroblast growth factor (FGR) receptor.
N5_184 | 6.0e-35 | Z71929 | H.sapiens FGFR2 mRNA.
N5_184 | 6.0e-32 | M58051 | Human fibroblast growth factor receptor (FGFR3) mRNA, complete cds.
N5_184 | 1.0e-29 | M64347 | Human novel growth factor receptor mRNA, 3' cds.
N5_184 | 8.0e-19 | E03335 | Human b-FGF receptor gene.
N5_184 | 8.0e-19 | E03799 | cDNA sequence encoding human N-sam.
N5_184 | 8.0e-19 | M34185 | Human fibroblast growth factor receptor (FGFr) transmembrane form mRNA, complete cds.
N5_184 | 8.0e-19 | M34186 | Human fibroblast growth factor receptor (FGFr) transmembrane form mRNA, complete cds.
N5_184 | 8.0e-19 | M34641 | Human fibroblast growth factor (FGF) receptor-1 mRNA, complete cds.
N5_184 | 8.0e-19 | M37722 | Human shorter form basic fibroblast growth factor (bFGF) receptor mRNA, complete cds.
N5_184 | 8.0e-19 | M60485 | Human fibroblast growth factor receptor mRNA, complete cds.
N5_184 | 8.0e-19 | M63887 | Human heparin-binding growth factor receptor (HBGF-R-alpha-a1) mRNA, complete cds.
N5_184 | 8.0e-19 | M63888 | Human heparin-binding growth factor receptor (HBGF-R-alpha-a2) mRNA, complete cds.
N5_184 | 8.0e-19 | X51803 | Human mRNA for fibroblast growth factor (FGF) receptor.
N5_184 | 8.0e-19 | X52833 | Human flg mRNA for fibroblast growth factor receptor-FLG.
N5_184 | 8.0e-19 | X57119 | Human mRNA for fibroblast growth receptor 2-Ig domain+2 AA insert.
N5_184 | 8.0e-19 | X57120 | Human mRNA for fibroblast growth receptor 3-Ig domain.
N5_184 | 8.0e-19 | X57121 | Human mRNA for fibroblast growth receptor 3-Ig domain+2 AA insert.
N5_184 | 8.0e-19 | X57122 | Human mRNA for fibroblast growth receptor 2-Ig domain.
N5_184 | 8.0e-19 | X66945 | H.sapiens N-sam mRNA for fibroblast growth factor receptor.
N5_184 | 8.0e-19 | Y00665 | Human flg (fms-like gene) mRNA for putative protein tyrosine kinase (partial).
N5_184 | 5.0e-14 | M59374 | Human tyrosine kinase (JTK4) mRNA, partial cds.
N5_186 | 8.0e-19 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_186 | 8.0e-19 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_193 | 8.0e-19 | M77844 | H.sapiens oculorhombin (aniridia) mRNA, complete cds.
N5_193 | 8.0e-19 | M93650 | Human paired box gene (PAX6) homologue, complete cds.
N5_194 | 1.0e-29 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_194 | 8.0e-16 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_196 | 3.0e-49 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_196 | 3.0e-49 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_196 | 1.0e-29 | M96944 | Human B-cell specific transcription factor (BSAP) mRNA, complete cds.
N5_196 | 2.0e-22 | AF080573 | Homo sapiens B-cell specific transcription factor BSAP mRNA, partial cds.
N5_200 | 1.0e-32 | M93650 | Human paired box gene (PAX6) homologue, complete cds.
N5_200 | 4.0e-30 | M77844 | H.sapiens oculorhombin (aniridia) mRNA, complete cds.
N5_201 | 6.0e-32 | M31213 | Human papillary thyroid carcinoma-encoded protein mRNA, complete cds.
N5_201 | 6.0e-32 | X12949 | Human ret proto-oncogene mRNA for tyrosine kinase.
N5_201 | 6.0e-32 | X15786 | Human ret-II gene.
N5_201 | 6.0e-32 | X56348 | H.sapiens urf-ret mRNA.
N5_201 | 1.0e-29 | L03357 | Homo sapiens fusion protein RET tyrosine kinase/cAMP protein kinase A subunit RI (RET/PTC2) mRNA, 5' end of cds.
N5_201 | 1.0e-29 | M16029 | Human ret mRNA encoding a tyrosine kinase, partial cds.
N5_204 | 2.0e-22 | L12392 | Homo sapiens Huntington's Disease (HD) mRNA, complete cds.
N5_207 | 6.0e-35 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_207 | 6.0e-35 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_207 | 1.0e-29 | M96944 | Human B-cell specific transcription factor (BSAP) mRNA, complete cds.
N5_207 | 2.0e-22 | AF080573 | Homo sapiens B-cell specific transcription factor BSAP mRNA, partial cds.
N5_21 | 8.0e-19 | Z70770 | H.sapiens mRNA, clone ICRFp507B0451.
N5_210 | 7.0e-13 | U43143 | Human receptor tyrosine kinase Flt4 (short form) mRNA, complete cds.
N5_210 | 7.0e-13 | X68203 | H.sapiens mRNA for FLT4, class III receptor tyrosine kinase.
N5_210 | 7.0e-13 | X69878 | H.sapiens Flt4 mRNA for transmembrane tyrosine kinase.
N5_212 | 3.0e-49 | L12392 | Homo sapiens Huntington's Disease (HD) mRNA, complete cds.
N5_214 | 7.0e-50 | L12392 | Homo sapiens Huntington's Disease (HD) mRNA, complete cds.
N5_214 | 7.0e-50 | L20431 | Homo sapiens Huntington disease-associated protein (HD) mRNA, complete cds.
N5_215 | 6.0e-35 | M77844 | H.sapiens oculorhombin (aniridia) mRNA, complete cds.
N5_215 | 6.0e-35 | M93650 | Human paired box gene (PAX6) homologue, complete cds.
N5_216 | 8.0e-19 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_216 | 8.0e-19 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_217 | 3.0e-43 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_217 | 3.0e-43 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_217 | 1.0e-29 | M96944 | Human B-cell specific transcription factor (BSAP) mRNA, complete cds.
N5_217 | 2.0e-22 | AF080573 | Homo sapiens B-cell specific transcription factor BSAP mRNA, partial cds.
N5_22 | 1.0e-23 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_22 | 1.0e-23 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_221 | 1.0e-14 | Z11933 | H.sapiens mRNA for N-Oct 3, N-Oct5a, and N-Oct 5b proteins.
N5_223 | 5.0e-17 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_223 | 5.0e-17 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_224 | 5.0e-23 | M77844 | H.sapiens oculorhombin (aniridia) mRNA, complete cds.
N5_224 | 5.0e-23 | M93650 | Human paired box gene (PAX6) homologue, complete cds.
N5_227 | 6.0e-35 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_227 | 6.0e-35 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_229 | 6.0e-35 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_229 | 6.0e-35 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_232 | 4.0e-82 | Z11933 | H.sapiens mRNA for N-Oct 3, N-Oct5a, and N-Oct 5b proteins.
N5_232 | 2.0e-37 | L26494 | Homo sapiens (oct-6) mRNA, complete cds.
N5_232 | 2.0e-37 | Z18284 | Homo sapiens Oct-6 transcription factor.
N5_232 | 1.0e-32 | X82324 | H.sapiens Brain 4 mRNA.
N5_240 | 9.0e-31 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_240 | 9.0e-31 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_243 | 6.0e-38 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_243 | 6.0e-38 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_243 | 1.0e-29 | M96944 | Human B-cell specific transcription factor (BSAP) mRNA, complete cds.
N5_243 | 2.0e-22 | AF080573 | Homo sapiens B-cell specific transcription factor BSAP mRNA, partial cds.
N5_244 | 9.0e-28 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_244 | 9.0e-28 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_245 | 1.0e-32 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_245 | 1.0e-32 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_248 | 6.0e-29 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_248 | 2.0e-16 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_26 | 1.0e-36 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_26 | 1.0e-36 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_27 | 3.0e-64 | L08895 | Homo sapiens MADS/MEF2-family transcription factor (MEF2C) mRNA, complete cds.
N5_27 | 3.0e-64 | S57212 | hMEF2C=myocyte enhancer-binding factor 2 [human, skeletal muscles, mRNA, 2161 nt].
N5_27 | 4.0e-36 | L16794 | Human transcription factor (MEF2) mRNA, complete cds.
N5_27 | 2.0e-34 | X63380 | Homo sapiens mRNA for serum response factor-related protein, RSRFC2.
N5_27 | 2.0e-34 | X68502 | H.sapiens mRNA for myocyte-specific enhancer factor 2 (XMEF2).
N5_27 | 2.0e-13 | X63381 | Homo sapiens mRNA for serum response factor-related protein, RSRFC4.
N5_27 | 2.0e-13 | X68505 | H.sapiens mRNA for myocyte-specific enhancer factor 2 (MEF2).
N5_27 | 2.0e-13 | Y16312 | Homo sapiens mRNA for serum response factor-related protein, RSRFC9.
N5_3 | 2.0e-34 | M31213 | Human papillary thyroid carcinoma-encoded protein mRNA, complete cds.
N5_3 | 2.0e-34 | X12949 | Human ret proto-oncogene mRNA for tyrosine kinase.
N5_3 | 2.0e-34 | X15786 | Human ret-II gene.
N5_3 | 3.0e-24 | L03357 | Homo sapiens fusion protein RET tyrosine kinase/cAMP protein kinase A subunit RI (RET/PTC2) mRNA, 5' end of cds.
N5_3 | 3.0e-24 | M16029 | Human ret mRNA encoding a tyrosine kinase, partial cds.
N5_3 | 3.0e-24 | X56348 | H.sapiens urf-ret mRNA.
N5_33 | 8.0e-19 | L12392 | Homo sapiens Huntington's Disease (HD) mRNA, complete cds.
N5_35 | 9.0e-31 | M77844 | H.sapiens oculorhombin (aniridia) mRNA, complete cds.
N5_35 | 9.0e-31 | M93650 | Human paired box gene (PAX6) homologue, complete cds.
N5_36 | 1.0e-17 | M77844 | H.sapiens oculorhombin (aniridia) mRNA, complete cds.
N5_36 | 1.0e-17 | M93650 | Human paired box gene (PAX6) homologue, complete cds.
N5_37 | 2.0e-44 | L12392 | Homo sapiens Huntington's Disease (HD) mRNA, complete cds.
N5_37 | 2.0e-44 | L20431 | Homo sapiens Huntington disease-associated protein (HD) mRNA, complete cds.
N5_40 | 2.0e-19 | M21574 | Human platelet-derived growth factor receptor alpha (PDGFRA) mRNA, complete cds.
N5_40 | 2.0e-19 | M22734 | Human platelet-derived growth factor A type receptor mRNA, complete cds.
N5_41 | 5.0e-14 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_41 | 5.0e-14 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_47 | 7.0e-13 | M13437 | Human ovarian beta-B inhibin mRNA.
N5_49 | 1.0e-11 | L12392 | Homo sapiens Huntington's Disease (HD) mRNA, complete cds.
N5_5 | 9.0e-28 | AF055022 | Homo sapiens clone 24684 mRNA sequence.
N5_5 | 9.0e-28 | AL117480 | Homo sapiens mRNA; cDNA DKFZp727M231 (from clone DKFZp727M231).
N5_53 | 9.0e-34 | L12392 | Homo sapiens Huntington's Disease (HD) mRNA, complete cds.
N5_56 | 5.0e-26 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_56 | 5.0e-26 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_59 | 3.0e-24 | L12392 | Homo sapiens Huntington's Disease (HD) mRNA, complete cds.
N5_59 | 3.0e-24 | L20431 | Homo sapiens Huntington disease-associated protein (HD) mRNA, complete cds.
N5_60 | 8.0e-16 | M35718 | Human heparin-binding growth factor receptor K-sam mRNA.
N5_60 | 8.0e-16 | M55614 | Human fibroblast growth factor receptor mRNA, complete cds.
N5_60 | 8.0e-16 | M80634 | Human keratinocyte growth factor receptor mRNA, complete cds.
N5_60 | 8.0e-16 | M87770 | Human fibroblast growth factor receptor (K-sam) mRNA, complete cds.
N5_60 | 8.0e-16 | M87771 | Human secreted fibroblast growth factor receptor (K-sam-III) mRNA, complete cds.
N5_60 | 8.0e-16 | M97193 | Homo sapiens fibroblast growth factor receptor 2 IIIb (FGFR2) mRNA, complete cds.
N5_60 | 8.0e-16 | X52832 | Human bek mRNA for fibroblast growth factor receptor-BEK.
N5_60 | 8.0e-16 | X56191 | Human bfr mRNA for fibroblast growth factor (FGR) receptor.
N5_60 | 8.0e-16 | Z71929 | H.sapiens FGFR2 mRNA.
N5_61 | 6.0e-35 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_61 | 6.0e-35 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_61 | 1.0e-29 | M96944 | Human B-cell specific transcription factor (BSAP) mRNA, complete cds.
N5_61 | 2.0e-22 | AF080573 | Homo sapiens B-cell specific transcription factor BSAP mRNA, partial cds.
N5_68 | 1.0e-17 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_68 | 1.0e-17 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_69 | 8.0e-16 | Z11933 | H.sapiens mRNA for N-Oct 3, N-Oct5a, and N-Oct 5b proteins.
N5_69 | 4.0e-11 | L26494 | Homo sapiens (oct-6) mRNA, complete cds.
N5_69 | 4.0e-11 | Z18284 | Homo sapiens Oct-6 transcription factor.
N5_72 | 3.0e-49 | L25597 | Homo sapiens paired box protein mRNA, complete cds.
N5_72 | 3.0e-49 | M89470 | Human paired-box protein (PAX2) mRNA, complete cds.
N5_72 | 1.0e-29 | M96944 | Human B-cell specific transcription factor (BSAP) mRNA, complete cds.
